mdb-1	http://smttracker.com/downloads/gtfs/cascobaylines-portland-me-usa.zip	Casco Bay Lines / Portland / Maine	
mdb-11	https://content.amtrak.com/content/gtfs/GTFS.zip	Amtrak / Los Angeles County / California	https://files.mobilitydatabase.org/mdb-11/latest.zip
mdb-13	https://www.sdmts.com/google_transit_files/google_transit.zip	San Diego International Airport, Metropolitan Transit System (MTS) / San Diego County / California	https://files.mobilitydatabase.org/mdb-13/latest.zip
mdb-15	https://www.octa.net/current/google_transit.zip	Orange County Transportation Authority (OCTA) / Anaheim / California	https://files.mobilitydatabase.org/mdb-15/latest.zip
mdb-16	http://data.trilliumtransit.com/gtfs/lagunabeach-ca-us/lagunabeach-ca-us.zip	Laguna Beach Transit (LBT) / Orange County / California	https://files.mobilitydatabase.org/mdb-16/latest.zip
mdb-17	http://www.ycipta.org/gtfs/google_transit.zip	Yuma County Intergovernmental Public Transportation Authority (YCIPTA) / San Luis / Arizona	https://files.mobilitydatabase.org/mdb-17/latest.zip
mdb-20	http://data.trilliumtransit.com/gtfs/delnorte-ca-us/delnorte-ca-us.zip	Redwood Coast Transit (RCT) / Del Norte County / California	
mdb-21	https://oregon-gtfs.trilliumtransit.com/gtfs_data/cooscounty-or-us/cooscounty-or-us.zip	Coos County Area Transit (CCAT) / Coos County / Oregon	https://files.mobilitydatabase.org/mdb-21/latest.zip
mdb-22	https://oregon-gtfs.trilliumtransit.com/gtfs_data/currypublictransit-or-us/currypublictransit-brookings-or-us.zip	Curry Public Transit / Coos Bay / Oregon	https://files.mobilitydatabase.org/mdb-22/latest.zip
mdb-23	https://oregon-gtfs.trilliumtransit.com/gtfs_data/lincolncounty-or-us/lincolncounty-or-us.zip	Lincoln County Transit (LCT) / Benton County / Oregon	https://files.mobilitydatabase.org/mdb-23/latest.zip
mdb-24	https://oregon-gtfs.trilliumtransit.com/gtfs_data/rhodyexpress-or-us/rhodyexpress-or-us.zip	Rhody Express / Florence / Oregon	https://files.mobilitydatabase.org/mdb-24/latest.zip
mdb-25	http://data.trilliumtransit.com/gtfs/easternsierra-ca-us/easternsierra-ca-us.zip	Eastern Sierra Transit / Inyo County / California	https://files.mobilitydatabase.org/mdb-25/latest.zip
mdb-28	http://data.trilliumtransit.com/gtfs/dpwlacounty-ca-us/dpwlacounty-ca-us.zip	Los Angeles County Department of Public Works (the LINK and shuttles) / Los Angeles County / California	https://files.mobilitydatabase.org/mdb-28/latest.zip
mdb-29	https://gitlab.com/LACMTA/gtfs_bus/raw/master/gtfs_bus.zip	Los Angeles County Metropolitan Transportation Authority (LA Metro) / Beverly Hills / California	https://files.mobilitydatabase.org/mdb-29/latest.zip
mdb-30	https://gitlab.com/LACMTA/gtfs_rail/raw/master/gtfs_rail.zip	Los Angeles County Metropolitan Transportation Authority (LA Metro) / Beverly Hills / California	https://files.mobilitydatabase.org/mdb-30/latest.zip
mdb-34	https://transit.torranceca.gov/home/showdocument?id=16673	Torrance Transit / Torrance / California	
mdb-35	http://data.trilliumtransit.com/gtfs/pvpta-ca-us/pvpta-ca-us.zip	Palos Verdes Peninsula Transit Authority (PVPTA) / Los Angeles County / California	https://files.mobilitydatabase.org/mdb-35/latest.zip
mdb-36	http://data.trilliumtransit.com/gtfs/cityoflawndale-ca-us/cityoflawndale-ca-us.zip	Lawndale Beat / Lawndale / California	https://files.mobilitydatabase.org/mdb-36/latest.zip
mdb-37	http://gtfs.bigbluebus.com/current.zip	Big Blue Bus / Los Angeles / California	https://files.mobilitydatabase.org/mdb-37/latest.zip
mdb-40	http://data.trilliumtransit.com/gtfs/simivalley-ca-us/simivalley-ca-us.zip	Simi Valley Transit / Simi Valley / California	https://files.mobilitydatabase.org/mdb-40/latest.zip
mdb-41	http://rt.pasadenatransit.net/rtt/public/utility/gtfs.aspx	Pasadena Transit / Los Angeles County / California	https://files.mobilitydatabase.org/mdb-41/latest.zip
mdb-43	http://slo.connexionz.net/rtt/public/resource/gtfs.zip	San Luis Obispo Regional Transit Authority (SLORTA) / Pismo Beach / California	https://files.mobilitydatabase.org/mdb-43/latest.zip
mdb-44	https://app.mecatran.com/urb/ws/feed/c2l0ZT1zbG90cmFuc2l0O2NsaWVudD1zZWxmO2V4cGlyZT07dHlwZT1ndGZzO2tleT0zZTMwMzM1OTRiMTE2NzA0N2IxNjQwNjA0ZjQwMGMzMzdiM2E1MTQ0	City of San Luis Obispo Transit / San Luis Obispo County / California	https://files.mobilitydatabase.org/mdb-44/latest.zip
mdb-46	http://eta.getbus.org/rtt/public/utility/gtfs.aspx	Golden Empire Transit District (GET) / Kern County / California	https://files.mobilitydatabase.org/mdb-46/latest.zip
mdb-47	http://data.trilliumtransit.com/gtfs/kerncounty-ca-us/kerncounty-ca-us.zip	Kern Transit / Arvin / California	https://files.mobilitydatabase.org/mdb-47/latest.zip
mdb-51	http://data.trilliumtransit.com/gtfs/missionbaytma-ca-us/missionbaytma-ca-us.zip	Mission Bay Transportation Management Association (TMA) / San Francisco / California	https://files.mobilitydatabase.org/mdb-51/latest.zip
mdb-53	http://www.bart.gov/dev/schedules/google_transit.zip	Bay Area Rapid Transit (BART) / Alameda County / California	https://files.mobilitydatabase.org/mdb-53/latest.zip
mdb-54	http://data.trilliumtransit.com/gtfs/caltrain-ca-us/caltrain-ca-us.zip	Caltrain / San Mateo / California	https://files.mobilitydatabase.org/mdb-54/latest.zip
mdb-56	https://www.mst.org/google/google_transit.zip	Monterey-Salinas Transit (MST) / King City / California	https://files.mobilitydatabase.org/mdb-56/latest.zip
mdb-57	https://gtfs.vta.org/gtfs_vta.zip	Santa Clara Valley Transportation Authority (VTA) / Campbell / California	https://files.mobilitydatabase.org/mdb-57/latest.zip
mdb-58	http://data.trilliumtransit.com/gtfs/sanbenitocounty-ca-us/sanbenitocounty-ca-us.zip	San Benito County Express (SBCE) / Hollister / California	https://files.mobilitydatabase.org/mdb-58/latest.zip
mdb-59	https://transportation-forms.stanford.edu/google/google_transit.zip	Stanford Marguerite Shuttle (SMS) / Santa Clara County / California	https://files.mobilitydatabase.org/mdb-59/latest.zip
mdb-61	http://data.trilliumtransit.com/gtfs/commute-ca-us/commute-ca-us.zip	Commute.org San Mateo County Shuttles / San Mateo County / California	https://files.mobilitydatabase.org/mdb-61/latest.zip
mdb-64	http://webwatch.lavta.org/TMGTFSRealTimeWebService/GTFS-Static/google_transit.zip	Livermore Amador Valley Transit Authority / Alameda County / California	
mdb-65	http://data.trilliumtransit.com/gtfs/escalon-ca-us/escalon-ca-us.zip	eTrans / San Joaquin County / California	https://files.mobilitydatabase.org/mdb-65/latest.zip
mdb-67	https://realtime.goldengate.org/gtfsstatic/GTFSTransitData.zip	Golden Gate Transit / Marin County / California	https://files.mobilitydatabase.org/mdb-67/latest.zip
mdb-68	http://data.trilliumtransit.com/gtfs/laketransit-ca-us/laketransit-ca-us.zip	Lake Transit Authority (LTA) / Clearlake / California	https://files.mobilitydatabase.org/mdb-68/latest.zip
mdb-69	http://data.trilliumtransit.com/gtfs/mendocino-ca-us/mendocino-ca-us.zip	Mendocino Transit Authority / Mendocino County / California	https://files.mobilitydatabase.org/mdb-69/latest.zip
mdb-70	http://data.trilliumtransit.com/gtfs/sonomacounty-ca-us/sonomacounty-ca-us.zip	Sonoma County Transit (SCT) / Sonoma County / California	https://files.mobilitydatabase.org/mdb-70/latest.zip
mdb-74	https://www.capitolcorridor.org/googletransit/GTFS.zip	Capitol Corridor Joint Powers Authority (Capitol Corridor) / San Francisco / California	https://files.mobilitydatabase.org/mdb-74/latest.zip
mdb-75	http://data.trilliumtransit.com/gtfs/eldoradotransit-ca-us/eldoradotransit-ca-us.zip	El Dorado Transit / El Dorado County / California	https://files.mobilitydatabase.org/mdb-75/latest.zip
mdb-76	http://data.trilliumtransit.com/gtfs/fairfield-ca-us/fairfield-ca-us.zip	Fairfield and Suisun Transit (FAST Transit) / Fairfield / California	
mdb-77	http://data.trilliumtransit.com/gtfs/placercounty-ca-us/placercounty-ca-us.zip	Placer County Transit / Rocklin / California	https://files.mobilitydatabase.org/mdb-77/latest.zip
mdb-78	http://data.trilliumtransit.com/gtfs/westcat-ca-us/westcat-ca-us.zip	WestCAT / Contra Costa County / California	https://files.mobilitydatabase.org/mdb-78/latest.zip
mdb-79	http://data.trilliumtransit.com/gtfs/yubasutter-ca-us/yubasutter-ca-us.zip	Yuba-Sutter Transit / Yuba City / California	https://files.mobilitydatabase.org/mdb-79/latest.zip
mdb-80	https://soltrans.connexionz.net/rtt/public/resource/gtfs.zip	SolTrans / Solano County / California	https://files.mobilitydatabase.org/mdb-80/latest.zip
mdb-82	https://unitrans.ucdavis.edu/media/gtfs/Unitrans_GTFS.zip	Unitrans / Yolo County / California	https://files.mobilitydatabase.org/mdb-82/latest.zip
mdb-83	https://www.lodi.gov/DocumentCenter/View/2453/lodi_gtfs-ZIP	GrapeLine / Lodi / California	https://files.mobilitydatabase.org/mdb-83/latest.zip
mdb-85	https://rapid.nationalrtap.org/GTFSFileManagement/UserUploadFiles/7869/google_transit.zip	Fresno County Rural Transit Agency (FCRTA) / Fresno County / California	https://files.mobilitydatabase.org/mdb-85/latest.zip
mdb-90	http://gis4u.fresno.gov/downloads/fax_gtfs.zip	Fresno Area Express (FAX) / Fresno / California	https://files.mobilitydatabase.org/mdb-90/latest.zip
mdb-91	http://data.trilliumtransit.com/gtfs/cityofmadera-ca-us/cityofmadera-ca-us.zip	City of Madera / Madera County / California	https://files.mobilitydatabase.org/mdb-91/latest.zip
mdb-92	http://data.trilliumtransit.com/gtfs/amador-ca-us/amador-ca-us.zip	Amador Transit / Amador County / California	https://files.mobilitydatabase.org/mdb-92/latest.zip
mdb-93	http://data.trilliumtransit.com/gtfs/calaveras-ca-us/calaveras-ca-us.zip	Calaveras Transit / Angels Camp / California	https://files.mobilitydatabase.org/mdb-93/latest.zip
mdb-94	http://data.trilliumtransit.com/gtfs/laketahoe-ca-us/laketahoe-ca-us.zip	Tahoe Area Regional Transit (TART), North Lake Tahoe Express / Placer County / California	https://files.mobilitydatabase.org/mdb-94/latest.zip
mdb-96	https://metrolinktrains.com/globalassets/about/gtfs/gtfs.zip	Metrolink / Los Angeles County / California	https://files.mobilitydatabase.org/mdb-96/latest.zip
mdb-97	http://www.omnitrans.org/google/google_transit.zip	OmniTrans / San Bernardino County / California	https://files.mobilitydatabase.org/mdb-97/latest.zip
mdb-98	http://www.riversidetransit.com/google_transit.zip	Riverside Transit Agency / Hemet / California	https://files.mobilitydatabase.org/mdb-98/latest.zip
mdb-100	https://art.tripshot.com/v1/gtfs.zip?regionId=CA558DDC-D7F2-4B48-9CAC-DEEA1134F820	Anaheim Resort Transportation (ART) / Orange County / California	https://files.mobilitydatabase.org/mdb-100/latest.zip
mdb-101	https://foothilltransit.rideralerts.com/myStop/GTFS-Zip.ashx	Foothill Transit / Arcadia / California	https://files.mobilitydatabase.org/mdb-101/latest.zip
mdb-104	http://data.trilliumtransit.com/gtfs/corona-ca-us/corona-ca-us.zip	Corona Cruiser / Corona / California	https://files.mobilitydatabase.org/mdb-104/latest.zip
mdb-106	http://data.trilliumtransit.com/gtfs/beaumont-ca-us/beaumont-ca-us.zip	Beaumont Transit / Riverside County / California	https://files.mobilitydatabase.org/mdb-106/latest.zip
mdb-107	http://data.trilliumtransit.com/gtfs/bigbear-ca-us/bigbear-ca-us.zip	Mountain Transit / San Bernardino County / California	https://files.mobilitydatabase.org/mdb-107/latest.zip
mdb-109	http://data.trilliumtransit.com/gtfs/bullheadareatransit-az-us/bullheadareatransit-az-us.zip	Bullhead Area Transit System / Mohave County / Arizona	https://files.mobilitydatabase.org/mdb-109/latest.zip
mdb-111	http://www.fivecounty.utah.gov/transit/google_transit.zip	SunTran Utah / St. George / Utah	https://files.mobilitydatabase.org/mdb-111/latest.zip
mdb-112	https://oregon-gtfs.trilliumtransit.com/gtfs_data/peoplemover-or-us/peoplemover-or-us.zip	People Mover / John Day / Oregon	https://files.mobilitydatabase.org/mdb-112/latest.zip
mdb-113	http://data.trilliumtransit.com/gtfs/sagestage-ca-us/sagestage-ca-us.zip	Sage Stage / Reno / Nevada	https://files.mobilitydatabase.org/mdb-113/latest.zip
mdb-116	http://data.trilliumtransit.com/gtfs/tehama-ca-us/tehama-ca-us.zip	Tehama Rural Area Express (TRAX), Susanville Indian Rancheria Public Transportation Program / Red Bluff / California	
mdb-117	http://data.trilliumtransit.com/gtfs/siskiyou-ca-us/siskiyou-ca-us.zip	Siskiyou County / Yreka / California	https://files.mobilitydatabase.org/mdb-117/latest.zip
mdb-118	http://data.trilliumtransit.com/gtfs/lassen-ca-us/lassen-ca-us.zip	Lassen Rural Bus (LRB) / Susanville / California	https://files.mobilitydatabase.org/mdb-118/latest.zip
mdb-119	http://data.trilliumtransit.com/gtfs/plumas-ca-us/plumas-ca-us.zip	Plumas Transit / Plumas County / California	https://files.mobilitydatabase.org/mdb-119/latest.zip
mdb-120	http://data.trilliumtransit.com/gtfs/rtc-nv-us/rtc-nv-us.zip	Regional Transportation Commission (RTC) / Washoe County / Nevada	https://files.mobilitydatabase.org/mdb-120/latest.zip
mdb-121	https://oregon-gtfs.trilliumtransit.com/gtfs_data/josephinecounty-or-us/josephinecounty-or-us.zip	Josephine County Transit (JCT) / Josephine County / Oregon	https://files.mobilitydatabase.org/mdb-121/latest.zip
mdb-125	https://oregon-gtfs.trilliumtransit.com/gtfs_data/basin-or-us/basin-or-us.zip	Basin Transit Service (BTS) / Klamath County / Oregon	https://files.mobilitydatabase.org/mdb-125/latest.zip
mdb-126	https://oregon-gtfs.trilliumtransit.com/gtfs_data/benton-or-us/benton-or-us.zip	Benton Area Transportation / Adair Village / Oregon	https://files.mobilitydatabase.org/mdb-126/latest.zip
mdb-127	https://oregon-gtfs.trilliumtransit.com/gtfs_data/caravan-or-us/caravan-or-us.zip	Caravan Airport Transportation / Lincoln City / Oregon	https://files.mobilitydatabase.org/mdb-127/latest.zip
